Job Name,Company Name,Location,Salary,Description,Skills
Backup & Storage Administrator,Larsen & Toubro Infotech Limited,"Mumbai, Maharashtra",NA,"Primary Skills: Hands on experience on SAN storage systems like DELL-EMC XtremIO, VNX, VNXe and Pure Storage Experience of NAS storage systems like DELL-EMC VNX…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
System Administrator,MindSquare,"Bengaluru, Karnataka",NA,"Routine interaction with development teams and database administrators.1+ years of experience of systems deployment, backup and recovery.","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Human Resources Administrator,Silver group,"Mumbai, Maharashtra",240000 - 360000,"Organize a filing system for important and confidential company documents.Get directions from the Management about the new positions, contribute actively in…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
"Technical Support Engineer, Network Administrator",Acute Informatics Private Limited,"Mumbai, Maharashtra",NA,Planning System Center Configuration Manager hierarchy and site system roles.Urgent opening for post of SCCM Administrator at Mumbai location.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sr. System Administrator-Virtualization,ISGN,"Bengaluru, Karnataka",NA,Ensuring all servers are added into monitoring system with all required parameters.Set up and maintain server operation & provide assistance to otherserver…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Admin Executive,INNsight.com,"Ahmedabad, Gujarat",15000 - 20000,Knowledge of computer operating systems and MS Office software.INNsight.com is looking to hire a Back Office Executive to join our busy Admin team.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
System Administrator,"SIMS HOSPITAL, Chennai","Chennai, Tamil Nadu",25000 - 30000,System administration: 4 years (Preferred).Qualification : * Under Graduate (UG) - BE / BSc / System Administration & Engineering.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
System Admin,Infiniti Software Solutions,"Chennai, Tamil Nadu",NA,"Handling the Linux based cloud servers like Rackspace,AWS,Google cloud,Azure.Handling of SVN & LAMP Servers.Handling of Desktop & Networking related issue.","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Human Resources Information Systems Administrator,MedTourEasy,"New Delhi, Delhi",600000,"Train system users on functionalities and new features.HRIS Administrator responsibilities include managing our internal databases, keeping employee records in…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
"Network Administrator, Hardware Design Engineer",Vikram Rajendra Kumar Singh,"Mumbai, Maharashtra",15000 - 35000,Hands-on Experience in troubleshooting of SCCM Complete Infrastructure servers and client issues.SCCM Administration and Deployments for 15000+ User setup -…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
IT System Engineer,CHOKSI VACHHRAJ MAKANJI (CVM),NA,10000 - 15000,· Upgrade systems with new releases and models.· Familiarity with various operating systems and platforms.· Monitor performance and maintain systems according…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Systems Administrator - Linux Services,Lionbridge Technologies,"Mumbai, Maharashtra",NA,"Broad infrastructure IT experience and competence and specialist knowledge in one of more relevant areas of Linux services, such as managing configuration of…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Informatica Administrator,"Incept Data Solutions, Inc","Hyderabad, Telangana",NA,Maintained Informatica domains including HA systems and Windows environments.Experience with Unix/Linux system administration and troubleshooting.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Senior SharePoint Administrator,Equiniti,India,NA,Exposure in interfacing SharePoint with external systems.This role involves managing Equiniti’s SharePoint infrastructure and ensuring the up time of…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Cloud Administrator,Prodapt Solutions,"Bengaluru, Karnataka",500000 - 1500000,"Mandatory – Data bricks ,Data blocks, Azure Cloud*.Sound knowledge in Architecture, Virtualization and Systems Administration.Data Brick: 3 years (Required).","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
System Administrator II – Network & Telecom (Pune Office),Rotary International,"Pune, Maharashtra",NA,"Monitor networks and systems for system uptime, through the use of monitoring software that detects anomalous system behavior.We offer all this and more.","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Human Resources Administrator,sunrise movers,"Durgapur, West Bengal",10000 - 13000,Design compensation and benefits packages.Implement performance review procedures (e.g. quarterly/annual and 360° evaluations).Monitor HR department’s budget.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Benefits Administrator,MedTourEasy,"New Delhi, Delhi",600000,Proven experience as the benefits administrator.Confidentiality and efficiency are very important qualities for a benefits administrator.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
8+ years Sr.Network & Linux & Windows System Admin,AUSIND Global Trading,"Hyderabad, Telangana",NA,"Analytical and complex problem-solving skills; troubleshooting and root cause analysis for system-wide issues, including application issues, network issues, and…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
"HIRING NETWORK ENGINEER L1, L2",Smart Youth Group,"Hyderabad, Telangana",NA,"Configuration, Upgrading of IOS and troubleshooting of the Cisco Routers (1700, 1800, 2600).Responsible for managing & Troubleshooting of Bank of Indiarsquos…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Administrator,Orasol Infotech,India,NA,Provides open systems and mainframe enterprise storage and backup support functions to ensure customers realize optimum system performance and availability.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Software Engineering- Sales Force,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",NA,Understanding of architecture and design across all systems.Sound analytical background and in-depth Technical Understanding of Salesforce Financial Services…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
IT System and Network Admin,Nalsoft,"Hyderabad, Telangana",NA,"Handling, Managing, Maintaining local windows servers and Domain controller.Configuration and management of DHCP, DNS server, Backup server Planning and…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Office Administrator/ Back office Executive,BEECHTREE SYSTEMS & SOLUTIONS PRIVATE LTD.,NA,NA,"Candidate will be responsible for : -.All the office administration, back office & sales coordination.Receiving and making phone calls.","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Desktop Support Engineer,BON TECHNOLOGIES MUMBAI PRIVATE LIMITED,"Mulund, Mumbai, Maharashtra",10000 - 12000,"Desktop Support Engineers with hands on min 2 years experience in troubleshooting hardware faults, Network issues, Printer installation, experience in…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Desktop Support Engineer,Procain Consulting & Services Pvt. Ltd.,"CV Raman Nagar, Bengaluru, Karnataka",144000 - 180000,"*Job Summary Configuring and Troubleshooting Windows 7 & 10, offer Remote-Assistance to Client computers. * Knowledge inTerminal server configuration and…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Manager - Medical Record Department,NeuroGen Brain and Spine Institute,"Mumbai, Maharashtra",NA,Manages and ensures the viability of the medical records system.Maintains accurate and complete medical records of all patients on paper and in electronic…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Systems Administrator,Sourcefit Philippines Inc,"Bengaluru, Karnataka",NA,1-2 years of systems/network experience is required.Perform remote technical support and assistance on all related systems or network issues of clients.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
System Administrator,Signant Health,NA,NA,"Experience setting up and configuring monitoring systems.Hands-on experience in Linux/Windows server operating systems, and Web Server technologies including…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Intermediate Network Administrator,eCore Systems,"Pune, Maharashtra",NA,Perform advanced monitoring and reporting related to network systems.Proactively manage the service and security requirements of all network systems.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Desktop Support Engineer,Precision Techserve Private Limited,"Manali, Chennai, Tamil Nadu",NA,Job Opening for Desktop support Engineer @ Manali Location.Responsible for handling daily technical support activities related to desktops/laptops.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
System Administrator,Signant Health,NA,NA,"Experience setting up and configuring monitoring systems.Hands-on experience in Linux/Windows server operating systems, and Web Server technologies including…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
DevOps System Administrator – AWS,ALLINDIA,"Kolkata, West Bengal",NA,Help in the recruitment and grooming of junior devops system engineers for Cloud Business Services.2 to 3 years of devops system administration experience on…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Senior UNIX Linux Administrator,itForte,"Mumbai, Maharashtra",NA,"Coordinating with Network, Storage and other teams to ensure 24/7 availability of systems.Applying system patches in the live, development environments after…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
System Administrator,Signant Health,NA,NA,"Experience setting up and configuring monitoring systems.Hands-on experience in Linux/Windows server operating systems, and Web Server technologies including…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Consultant Specialist/IT Infrastructure Delivery,HSBC,"Hyderabad, Telangana",NA,Minimum 8+ years’ experience as a DB2 system and database administrator.HTS – GLT has traditionally been at the heart of development and support of HSBC…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Linux Administrator - Lead,Icronex,India,NA,"3 years Power MTA experience or with similar bulk emailing systems such as Qmail, etc.Experience with process-driven workflow for problem resolution,…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Systems Engineer - DBA,Lionbridge Technologies,"Mumbai, Maharashtra",NA,We are searching for a Database Administrator (DBA) to join our Corporate IT Team.The Database Administrator coordinates day-to-day activities related to…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Product Expert – Veeva QualityDocs,GSK,"Bengaluru, Karnataka",NA,Provide Product expertise in Veeva QualityDocs as a certified Vault platform administrator and QualityDocs system administrator and configuration specialists.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Windows And VMware Engineer,Unisys,"Hyderabad, Telangana",NA,"ESSA2 - VMware and Windows administrator.In-depth knowledge and experience on Windows server operating systems (Windows 2019,2016, 2012, 2008) management and…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Backend Developer - MERN,Confer Global,"Pune, Maharashtra",NA,"Liaise with developers, designers and system administrators to identify new features.You will be responsible for the server side of our web applications.","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
IT System Engineer,CHOKSI VACHHRAJ MAKANJI (CVM),NA,10000 - 15000,· Upgrade systems with new releases and models.· Familiarity with various operating systems and platforms.· Monitor performance and maintain systems according…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
SAP BASIS Administrator,"Amick Brown, LLC","Bengaluru, Karnataka",NA,"Experience across all SAP Basis disciplines and activities, including daily operations, upgrade and patch management, ABAP and Java, Webservers, databases,…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Linux System Administrator L2,Fine Jobs,"Noida, Uttar Pradesh",NA,"Should have exposure to monitoring systems such as Nagios, zabbix, zenoss, cacti etc.Should be a Graduate with good communication skills.","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Windchill Administrator,Adroitec Engineering Solutions,India,NA,Maintain system administration documentation and architecture map.On call availability (24×7) for system administration support.Knowledge of SQL and XML.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Desktop Support Engineer L1,Scube Software Square System Pvt Ltd,"Mumbai, Maharashtra",15000 - 18000,We have an urgent requirement for the profile of Desktop Support Engineer L1 for Mumbai Location .Experience -0.9-3 years max.Notice period -30 Days max.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
VMware Administrator,DXC,"Bengaluru, Karnataka",NA,Significant system administration experience in a production ESXi operating system environment.Experience working with company products and operating systems.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Desktop Support Engineer,Sobha,"Hyderabad, Telangana",NA,Key skills : Hands on experience in system Admin or Desktop engineer.Min 1 year of experience as System Admin or Desktop engineer.,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sr. System Admin-AWS certified,Harjai Computers,"Mumbai, Maharashtra",NA,"AWS Certified Associate - SysOps Administrator, Infra Monitoring.Datacenter Operations (SOC - Security operations control & NOC - Network operations control).","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Network Administrator,ATT Systems India Private Limited,"Chitradurga, Karnataka",NA,Â Evaluate and recommend security improvements and system upgrades.Â.Knowledge of command structures and system component relationships for latest generation…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Office Administrator,winchart Associates,"Namakkal, Tamil Nadu",8000 - 12000,"We are hiring Fresher or Experienced candidates in IT field for Hr/Admin Position.Key Skills of HR Administrator:Languages Known : English , Tamil and Hindi.","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Office Administrator/ Back office Executive,BEECHTREE SYSTEMS & SOLUTIONS PRIVATE LTD.,NA,NA,"Candidate will be responsible for : -.All the office administration, back office & sales coordination.Receiving and making phone calls.","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Sap Business One Functional Consultant - Immediate joiner,Prime Plus Consultancy&solution,NA,NA,"Thereafter, system readiness to go live is thoroughly checked and then phase review is conducted.SAP B1 software is installed and customized based on the…","Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
Associate - Projects,Cognizant,"Mumbai, Maharashtra",NA,? Support all upstream and downstream systems for integration and connectivity testing.? Perform sanity check post deployment to ensure smooth production…,"Problem-Solving and Administration,Networking,Cloud ,Automation and Scripting,Security and Monitoring,Account Access Management,IoT/Mobile Device Management,Scripting Languages,Hardware Management,SQL"
