Job Name,Company Name,Location,Salary,Description,Skills
Agile Business Analyst- Data,IG Group,"Bengaluru, Karnataka",NA,Data Science: Build and deploy ML and AI models to help IG make data driven strategic commercial decisions.Data Engineering: Build and maintain future looking…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Bioinformatician,4baseCare Genomics Pvt. Ltd (Cancer Care),"Bengaluru, Karnataka",18000," Work in a multi-disciplinary team with biologists, data scientists and data analysts. Identify valuable data sources and automate data collection.","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Lead Data Scientist,DemandMatrix,"Pune, Maharashtra",NA,DemandMatrix uses advanced data science methodologies to process millions of unstructured data points that produce reliable and accurate technology intelligence…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst / Sr.Data Analyst,Acumen 360°,"Vadodara, Gujarat",NA,Salary: Not Disclosed by Recruiter.Industry:Banking / Financial Services / Broking.Functional Area:Analytics & Business Intelligence.,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,TBO Group,"Gurgaon, Haryana",NA,"Overall Knowledge/Skills/Abilities: Must have strong analytical skills and an understanding of system databases, data elements, and application software…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
"Business Data Analyst, ITSM","Rimini Street, Inc.","Hyderabad, Telangana",NA,"Analyze data to ensure data accuracy and identify, analyze, and interpret trends or patterns in complex data sets.Be Treated Like the Best.","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Scientist,Foghorn Systems,"Pune, Maharashtra",NA,Our data scientists like our team because:Complex Event Processing (CEP) or other streaming data as a data source for data mining analysis.,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Entry Analyst,"HRTMS, Inc.",NA,NA,You will be required to make judgements on some data as it is transferred.You may have occasion to import client data into our system from an Excel spreadsheet…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,Credencys Solutions,India,NA,"Technical expertise regarding data models, database sources & data mining.Acquire data from primary or secondary data sources and maintain databases in CRM.","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,MERCU,"Guindy, Chennai, Tamil Nadu",NA,"Skills : Data Entry/Typing and Analysis Skills.Qualification : 10th / +2, Any Degree.Office location: Guindy, Chennai ( Near Guindy Railway Station ).","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
System Administrator,Lauren Information Technologies Pvt Ltd,"Pune, Maharashtra",NA,Key Skills: troubleshooting windows dhcp inside sales websphere mq data analysis data research sales analytics data warehousing service delivery cloud…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Scientist,Placement Planet,"Ahmedabad, Gujarat",NA,Enhancing data collection procedures to include information that is relevant for building.Extending company’s data with third party sources of information when…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Scientist Director,Oracle,"Hyderabad, Telangana",NA,Experience building big data systems.The Product Development Leader in Oracle CX Marketing will work with the data science team and the product leaders of all…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
"2021 Analytics & Sales Programme, Mumbai",Bloomberg,NA,NA,"You have an understanding of the drivers behind market moving stories and events.You're a solution-finder, with a real passion for providing exceptional…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data mining analyst (Part,Arsh Biotech,India,NA,Essential Qualifications: Bachelors in any of the Life Sciences (Students undertaking Bachelors may also apply).,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Scientist – 2 Positions,TeamPlus Staffing Solution Pvt Ltd,"Aundh, Pune, Maharashtra",NA,Experience writing SQL queries and handling large amounts of data.2-4 years of experience in the field of Data Science / Machine Learning.,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Chief Data Scientist - ML/AI,Icertis,"Pune, Maharashtra",NA,Provide pragmatic solutions to tough contracting problems using AI working with a team of data scientists and engineers.The role reports to the CTO.,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
"2021 Analytics & Sales Programme, Mumbai",Bloomberg,NA,NA,"You have an understanding of the drivers behind market moving stories and events. You're a solution-finder, with a real passion for providing exceptional…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
ASP.NET Development Internship,Trium Info Solutions Private Limited,"Mumbai, Maharashtra",2000,"We at Trium Info Solutions have a world-class team of data scientists, domain experts, and software/cloud/app developers using the latest techniques in deep…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
"2021 Analytics & Sales Programme, Mumbai",Bloomberg,NA,NA,"You have an understanding of the drivers behind market moving stories and events. You're a solution-finder, with a real passion for providing exceptional…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,Outsource Bigdata,"Bengaluru, Karnataka",NA,Requirement B.Tech. / B.E in any Engineering Stream/ MCA / Bachelor’s degree in any science stream. 0-2 years’ experience - Fresher’s are welcome to apply.…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Sr Data Scientist,Antal International,"Hyderabad, Telangana",NA,"Our client is a Digital PITSHOP providing enterprises with the right solution, at the right time, quickly to enable enterprises to drive their business better…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
"Analyst, People Analytics",West Pharmaceutical Services,"Bengaluru, Karnataka",NA,Ability to integrate multiple systems and data sources to build large and complex data sets and making them usable for analytics studies (e.g. transforming and…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Decision Scientist 1,PayPal,"Chennai, Tamil Nadu",NA,Risk management / big data manipulation experience is a plus.In order to fully capture all the events critical to detect fraud pressure and/or fraud-driven…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst | Funded Wellness Platform For Women,Unnati,"Mumbai, Maharashtra",700000 - 1000000,"Must have worked on these tools to pull raw data - Facebook Paid Ads (data, analysis, reporting), WooCommerce or Shopify or Magento (CMS for Website development…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,Financial Express,"Chennai, Tamil Nadu",NA,The position is full-time and would be based at the company’s Chennai office. The successful applicant would have 1 - 2 years' relevant experience and be…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Associate Data Scientist - MFG,Noodle.ai,"Bengaluru, Karnataka",NA,Noodle's Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions. Our solutions…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Scientist,Unitforce Technologies Consulting Pvt Ltd,"Bengaluru, Karnataka",NA,Please find below the details of Data Scientists requirements with UnitForce Technologies (UFT) for client UFT Bangalore location.Direct line: +91-80-40402161.,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,ZettaMine,"Hyderabad, Telangana",NA,Explorering sift through mountains of data to discover the data you actually need.Solid understand of data analysis techniques or processes will help reduce…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Assistant Manager - Development Quality Assurance,Syngene,India,NA,"JOB DESCRIPTION Designation: Assistant Manager Job Location: Bangalore Department: Development Quality Assurance About Syngene Incorporated in 1993,…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,Enercross,"Mohali Sas Nagar, Chandigarh",10000 - 20000,"Analyzing data, Analyzing documents, and retrieving data from it, Arranging Data, Reporting discrepancies/changes in data sets to our clients in the US and…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,Gaddiel Technologies,"Tiruchchirappalli, Tamil Nadu",NA,Predictive analysis from structured and unstructured data.Critical thinking and providing educated guesses where data is sparse or sporadic.,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,Thrillophilia,"Jaipur, Rajasthan",NA,"Acquire data from primary or secondary data sources and maintain databases/data systems.Technical expertise regarding data models, database design development,…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Connected Car Data Scientist,Mercedes-Benz Research and Development India Priva...,"Bengaluru, Karnataka",NA,"Expertise in data storage structures, data mining, and data cleansing.Experienced at creating data regression models, using predictive data modeling, and…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
"Head- Pay Analytics, Disney+ Hotstar Subscriptions",Hotstar,"Mumbai, Maharashtra",NA,Work with product/ data engineering leaders to ensure robust & accurate data systems with right instrumentation & data delivery/ visualization tools.,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Analyst - Web Analytics,Hudson's Bay Company,"Bengaluru, Karnataka",NA,The person is responsible for monitoring and interpreting clickstream and purchase data to identify and take advantage of opportunities for HBC across all of…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,HealthifyMe Wellness Private Limited,"Bengaluru, Karnataka",NA,Work closely with the business stakeholders for enabling data-driven decision making.Should have an entrepreneurial mindset to be able to navigate between…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
"Data Help Analyst, Adv",Invesco,"Administrative Building, Andhra Pradesh",NA,"Work with different data owners, data custodians and build robust data issue resolutions methods and design effective communication plans with data subscribers.","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
HRIS & Analytics Specialist,SPX FLOW,"Bengaluru, Karnataka",NA,Periodically coordinate audits to ensure data is.Ensure the integrity of data within HR systems.Maintain the integrity of highly sensitive data through…,"Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Data Analyst,fundinfo AG,"Chennai, Tamil Nadu",NA,"The successful applicant would have 1 - 2 years' relevant experience and be responsible for collection, validation & analysis of Mutual fund data.","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
"2021 Analytics & Sales Programme, Mumbai",Bloomberg,NA,NA,"You have an understanding of the drivers behind market moving stories and events.You're a solution-finder, with a real passion for providing exceptional…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Machine Learning / Artificial Intelligence Engineer,The Alacer Group,NA,1000000 - 2000000,"Alacer Systems and Technologies* is looking for an artificial intelligence and machine learning engineer, who will be able to develop and support Alacer's…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Machine Learning / Artificial Intelligence Engineer,The Alacer Group,NA,1000000 - 2000000,"Alacer Systems and Technologies* is looking for an artificial intelligence and machine learning engineer, who will be able to develop and support Alacer's…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Machine Learning / Artificial Intelligence Engineer,The Alacer Group,NA,1000000 - 2000000,"Alacer Systems and Technologies* is looking for an artificial intelligence and machine learning engineer, who will be able to develop and support Alacer's…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Machine Learning / Artificial Intelligence Engineer,The Alacer Group,NA,1000000 - 2000000,"Alacer Systems and Technologies is looking for an artificial intelligence and machine learning engineer, who will be able to develop and support Alacer's…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Machine Learning / Artificial Intelligence Engineer,The Alacer Group,NA,1000000 - 2000000,"Alacer Systems and Technologies* is looking for an artificial intelligence and machine learning engineer, who will be able to develop and support Alacer's…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Machine Learning / Artificial Intelligence Engineer,The Alacer Group,NA,1000000 - 2000000,"Alacer Systems and Technologies* is looking for an artificial intelligence and machine learning engineer, who will be able to develop and support Alacer's…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Machine Learning / Artificial Intelligence Engineer,The Alacer Group,NA,1000000 - 2000000,"Alacer Systems and Technologies* is looking for an artificial intelligence and machine learning engineer, who will be able to develop and support Alacer's…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
Machine Learning / Artificial Intelligence Engineer,The Alacer Group,NA,1000000 - 2000000,"Alacer Systems and Technologies* is looking for an artificial intelligence and machine learning engineer, who will be able to develop and support Alacer's…","Statistics,R,Python,Data Extraction,Data Transformation,Data Loading,Data Wrangling , Data Exploration,Machine Learning Algorithms,Advanced Machine Learning (Deep Learning),Big Data Processing Frameworks ,Data Visualization"
